feature_name,coefficient,model_key,fold
ENSG00000167552,0.168302254614122,SC_B,fold_5
ENSG00000197728,0.38778504271350384,SC_B,fold_5
ENSG00000170345,0.48913176378969037,SC_B,fold_5
ENSG00000166164,-0.045533825959353874,SC_B,fold_5
ENSG00000103187,-0.16262179546712038,SC_B,fold_5
ENSG00000083454,-0.06550482819917498,SC_B,fold_5
ENSG00000220205,0.025231696362913086,SC_B,fold_5
ENSG00000185262,-0.147607288098957,SC_B,fold_5
ENSG00000104964,-0.14765936191345708,SC_B,fold_5
ENSG00000127528,0.5848400266344491,SC_B,fold_5
ENSG00000130522,-0.9467167103879611,SC_B,fold_5
ENSG00000125740,0.10974439327924096,SC_B,fold_5
ENSG00000087074,0.15838327255690474,SC_B,fold_5
ENSG00000087460,-0.6120777537813892,SC_B,fold_5
ENSG00000157514,0.28561041885618427,SC_B,fold_5
ENSG00000129824,-0.8785274861385908,SC_B,fold_5
ENSG00000228253,-0.40349113288469424,SC_B,fold_5
ENSG00000198899,0.07914366597359382,SC_B,fold_5
ENSG00000198840,-0.07226714401551727,SC_B,fold_5
intercept,38.91466975589089,SC_ncMONO,fold_1
ENSG00000169442,-0.025965607055023758,SC_ncMONO,fold_1
ENSG00000177606,0.025353311802042405,SC_ncMONO,fold_1
ENSG00000197747,0.31086118722176853,SC_ncMONO,fold_1
ENSG00000169564,-0.25676678065822794,SC_ncMONO,fold_1
ENSG00000120129,0.33370271130490126,SC_ncMONO,fold_1
ENSG00000106003,-0.18647942219659877,SC_ncMONO,fold_1
ENSG00000164713,-0.7507399830653364,SC_ncMONO,fold_1
ENSG00000106565,-0.2458025506224845,SC_ncMONO,fold_1
ENSG00000254087,-0.0013774677179097309,SC_ncMONO,fold_1
ENSG00000197353,0.13320377281627654,SC_ncMONO,fold_1
ENSG00000135046,0.5390183976058404,SC_ncMONO,fold_1
ENSG00000067082,0.2774046551631909,SC_ncMONO,fold_1
ENSG00000026025,0.07105877175041421,SC_ncMONO,fold_1
ENSG00000167552,0.00254873399859274,SC_ncMONO,fold_1
ENSG00000273149,0.08924233667971676,SC_ncMONO,fold_1
ENSG00000100906,0.44686758036950064,SC_ncMONO,fold_1
ENSG00000170345,0.8397641808525509,SC_ncMONO,fold_1
ENSG00000140044,-0.16228941104555328,SC_ncMONO,fold_1
ENSG00000213145,0.7015021255547511,SC_ncMONO,fold_1
ENSG00000166501,-0.03522070071683263,SC_ncMONO,fold_1
ENSG00000185262,-0.047098536584451206,SC_ncMONO,fold_1
ENSG00000176845,-0.11977323146277413,SC_ncMONO,fold_1
ENSG00000099860,-0.533686495916287,SC_ncMONO,fold_1
ENSG00000072062,-0.001966195242780611,SC_ncMONO,fold_1
ENSG00000130522,-1.0654078885986584,SC_ncMONO,fold_1
ENSG00000128016,0.6812324037618726,SC_ncMONO,fold_1
ENSG00000197405,0.023058509414991785,SC_ncMONO,fold_1
ENSG00000087460,-0.46649105903027827,SC_ncMONO,fold_1
ENSG00000228253,-0.4733870924972578,SC_ncMONO,fold_1
ENSG00000198899,0.08210077017054632,SC_ncMONO,fold_1
ENSG00000198840,-0.24284517674613032,SC_ncMONO,fold_1
intercept,36.68982111440246,SC_ncMONO,fold_2
ENSG00000169442,-0.34960168451620904,SC_ncMONO,fold_2
ENSG00000265972,-0.44124632084176535,SC_ncMONO,fold_2
ENSG00000197747,0.3459079396301778,SC_ncMONO,fold_2
ENSG00000158710,0.18594797674229077,SC_ncMONO,fold_2
ENSG00000169564,-0.1212722427139595,SC_ncMONO,fold_2
ENSG00000121966,-0.0034858833787528975,SC_ncMONO,fold_2
ENSG00000120129,0.27230475308950436,SC_ncMONO,fold_2
ENSG00000112149,0.10945370251801845,SC_ncMONO,fold_2
ENSG00000179344,-0.06121250032414383,SC_ncMONO,fold_2
ENSG00000237541,0.5482874036080079,SC_ncMONO,fold_2
ENSG00000152818,-0.02214875677467701,SC_ncMONO,fold_2
ENSG00000106003,-0.1459505042802098,SC_ncMONO,fold_2
ENSG00000164713,-0.5594325072213375,SC_ncMONO,fold_2
ENSG00000106565,-0.4371262044266925,SC_ncMONO,fold_2
ENSG00000221869,0.07210345521710942,SC_ncMONO,fold_2
ENSG00000197353,0.06483009984106278,SC_ncMONO,fold_2
ENSG00000135046,0.7213076194936108,SC_ncMONO,fold_2
ENSG00000067082,0.2170488842113041,SC_ncMONO,fold_2
ENSG00000167552,0.10454325377281834,SC_ncMONO,fold_2
ENSG00000090382,-0.31764984990694156,SC_ncMONO,fold_2
ENSG00000100906,0.7677576814582698,SC_ncMONO,fold_2
ENSG00000170345,1.0248499529724417,SC_ncMONO,fold_2
ENSG00000140044,-0.10737375979325263,SC_ncMONO,fold_2
ENSG00000213145,0.6534375150051219,SC_ncMONO,fold_2
ENSG00000166501,-0.013522518097457532,SC_ncMONO,fold_2
ENSG00000176845,-0.0035327562590285926,SC_ncMONO,fold_2
ENSG00000099860,-0.3135587643413758,SC_ncMONO,fold_2
ENSG00000171223,0.21513751534715725,SC_ncMONO,fold_2
ENSG00000267519,0.012663974860567794,SC_ncMONO,fold_2
ENSG00000127528,0.11999435840218506,SC_ncMONO,fold_2
ENSG00000130522,-0.8005623364576564,SC_ncMONO,fold_2
ENSG00000128016,0.7019752079594953,SC_ncMONO,fold_2
ENSG00000197405,0.1267893899067028,SC_ncMONO,fold_2
ENSG00000142227,0.0013331635789681148,SC_ncMONO,fold_2
ENSG00000087074,0.03822204133648276,SC_ncMONO,fold_2
ENSG00000179820,0.06558299520895748,SC_ncMONO,fold_2
ENSG00000172216,-0.008332191169840934,SC_ncMONO,fold_2
ENSG00000087460,-0.3859529180640544,SC_ncMONO,fold_2
ENSG00000102265,0.010841090071289193,SC_ncMONO,fold_2
ENSG00000129824,-0.9206565518512154,SC_ncMONO,fold_2
ENSG00000228253,-0.6038306003572518,SC_ncMONO,fold_2
ENSG00000198840,-0.11361664740278471,SC_ncMONO,fold_2
intercept,39.913636483457275,SC_ncMONO,fold_3
ENSG00000169442,-0.17138648470429504,SC_ncMONO,fold_3
ENSG00000265972,-0.2844491433892313,SC_ncMONO,fold_3
ENSG00000197747,0.22446744052064121,SC_ncMONO,fold_3
ENSG00000158710,0.11054656581050022,SC_ncMONO,fold_3
ENSG00000115738,-0.024699025727363825,SC_ncMONO,fold_3
ENSG00000169564,-0.11391250064170372,SC_ncMONO,fold_3
ENSG00000121966,-0.061930591452627186,SC_ncMONO,fold_3
ENSG00000120129,0.15336985423239013,SC_ncMONO,fold_3
ENSG00000198502,-0.12974842955029545,SC_ncMONO,fold_3
ENSG00000106003,-0.07779582070547082,SC_ncMONO,fold_3
ENSG00000164713,-0.4450661364535874,SC_ncMONO,fold_3
ENSG00000106565,-0.4454406120790472,SC_ncMONO,fold_3
ENSG00000135046,0.615743345284081,SC_ncMONO,fold_3
ENSG00000067082,0.2281298505310914,SC_ncMONO,fold_3
ENSG00000026025,0.006865632678706976,SC_ncMONO,fold_3
ENSG00000245532,-0.02980093676603144,SC_ncMONO,fold_3
ENSG00000167552,0.10831069287490921,SC_ncMONO,fold_3
ENSG00000197728,0.12630046533795883,SC_ncMONO,fold_3
ENSG00000090382,-0.29909609414416,SC_ncMONO,fold_3
ENSG00000273149,0.03531851266033147,SC_ncMONO,fold_3
ENSG00000100906,0.5501273826885812,SC_ncMONO,fold_3
ENSG00000170345,0.8604664163669155,SC_ncMONO,fold_3
ENSG00000213145,0.5633803843016615,SC_ncMONO,fold_3
ENSG00000166501,-0.0051458121390000975,SC_ncMONO,fold_3
ENSG00000185262,-0.02464913896777121,SC_ncMONO,fold_3
ENSG00000176845,-0.10129293605305262,SC_ncMONO,fold_3
ENSG00000099860,-0.473713515766339,SC_ncMONO,fold_3
ENSG00000171223,0.02553699062805679,SC_ncMONO,fold_3
ENSG00000127528,0.10351701431403226,SC_ncMONO,fold_3
ENSG00000130522,-0.995005437576084,SC_ncMONO,fold_3
ENSG00000128016,0.707136245380862,SC_ncMONO,fold_3
ENSG00000087074,0.1316598165898787,SC_ncMONO,fold_3
ENSG00000179820,0.02150822843360459,SC_ncMONO,fold_3
ENSG00000131042,0.10812615315754989,SC_ncMONO,fold_3
ENSG00000087460,-0.4634234638591366,SC_ncMONO,fold_3
ENSG00000129824,-0.1576262856771595,SC_ncMONO,fold_3
ENSG00000228253,-0.3759625453019022,SC_ncMONO,fold_3
ENSG00000198840,-0.42009532358597185,SC_ncMONO,fold_3
intercept,35.591802305703254,SC_ncMONO,fold_4
ENSG00000169442,-0.28012097786031254,SC_ncMONO,fold_4
ENSG00000265972,-0.40885552257595337,SC_ncMONO,fold_4
ENSG00000197747,0.31702483380392305,SC_ncMONO,fold_4
ENSG00000158710,0.21992156673776844,SC_ncMONO,fold_4
ENSG00000169564,-0.0748168260304405,SC_ncMONO,fold_4
ENSG00000120129,0.44015337319007297,SC_ncMONO,fold_4
ENSG00000112149,0.1065184925765106,SC_ncMONO,fold_4
ENSG00000198502,-0.17315890382343965,SC_ncMONO,fold_4
ENSG00000237541,0.014044212319462339,SC_ncMONO,fold_4
ENSG00000106003,-0.13037040777236847,SC_ncMONO,fold_4
ENSG00000164713,-0.45601967526539744,SC_ncMONO,fold_4
ENSG00000106565,-0.391129287005506,SC_ncMONO,fold_4
ENSG00000221869,0.032737662520753816,SC_ncMONO,fold_4
ENSG00000197353,0.057123288381554,SC_ncMONO,fold_4
ENSG00000135046,0.6985189451880149,SC_ncMONO,fold_4
ENSG00000067082,0.2234842058848352,SC_ncMONO,fold_4
ENSG00000167552,0.10881203815734172,SC_ncMONO,fold_4
ENSG00000090382,-0.21655970960525764,SC_ncMONO,fold_4
ENSG00000273149,0.0827021096479627,SC_ncMONO,fold_4
ENSG00000100906,0.752779738384582,SC_ncMONO,fold_4
ENSG00000170345,1.0158623063781276,SC_ncMONO,fold_4
ENSG00000140044,-0.07279592064584824,SC_ncMONO,fold_4
ENSG00000213145,0.6529229495045081,SC_ncMONO,fold_4
ENSG00000176845,-0.011581183135781974,SC_ncMONO,fold_4
ENSG00000099860,-0.3523580976384815,SC_ncMONO,fold_4
ENSG00000171223,0.16459428946776528,SC_ncMONO,fold_4
ENSG00000127528,0.09895580312976736,SC_ncMONO,fold_4
ENSG00000130522,-0.9356586361914114,SC_ncMONO,fold_4
ENSG00000128016,0.8653033936715047,SC_ncMONO,fold_4
ENSG00000197405,0.1011010154018911,SC_ncMONO,fold_4
ENSG00000179820,0.11140776656089674,SC_ncMONO,fold_4
ENSG00000101439,0.018892303181567545,SC_ncMONO,fold_4
ENSG00000172216,-0.05219441381105141,SC_ncMONO,fold_4
ENSG00000087460,-0.4243814626644834,SC_ncMONO,fold_4
ENSG00000102265,0.08073448026582973,SC_ncMONO,fold_4
ENSG00000129824,-0.24467548715339968,SC_ncMONO,fold_4
ENSG00000228253,-0.4734289075354512,SC_ncMONO,fold_4
ENSG00000198840,-0.17979882636480937,SC_ncMONO,fold_4
intercept,36.05042251166887,SC_ncMONO,fold_5
ENSG00000169442,-0.2320602654233603,SC_ncMONO,fold_5
ENSG00000265972,-0.26434539262723944,SC_ncMONO,fold_5
ENSG00000197747,0.2567545551858907,SC_ncMONO,fold_5
ENSG00000158710,0.11884416572029041,SC_ncMONO,fold_5
ENSG00000169564,-0.18990595490012993,SC_ncMONO,fold_5
ENSG00000121966,-0.13181926652527662,SC_ncMONO,fold_5
ENSG00000120129,0.40525693746190783,SC_ncMONO,fold_5
ENSG00000179344,-0.005036037827628359,SC_ncMONO,fold_5
ENSG00000237541,0.24382617386028466,SC_ncMONO,fold_5
ENSG00000106003,-0.07619707278670176,SC_ncMONO,fold_5
ENSG00000164713,-0.5283399186470986,SC_ncMONO,fold_5
ENSG00000106565,-0.38803112257189365,SC_ncMONO,fold_5
ENSG00000197353,0.03817865813822465,SC_ncMONO,fold_5
ENSG00000135046,0.7814983102140509,SC_ncMONO,fold_5
ENSG00000067082,0.23296521309346335,SC_ncMONO,fold_5
ENSG00000167552,0.11616674232242251,SC_ncMONO,fold_5
ENSG00000090382,-0.41968297271666283,SC_ncMONO,fold_5
ENSG00000273149,0.05833744645716978,SC_ncMONO,fold_5
ENSG00000100906,0.8301290562521317,SC_ncMONO,fold_5
ENSG00000170345,0.9695783637788208,SC_ncMONO,fold_5
ENSG00000140044,-0.0878821885567056,SC_ncMONO,fold_5
ENSG00000213145,0.5115122097222693,SC_ncMONO,fold_5
ENSG00000176845,-0.1077249093228096,SC_ncMONO,fold_5
ENSG00000099860,-0.284991401180017,SC_ncMONO,fold_5
ENSG00000171223,0.058714241546159424,SC_ncMONO,fold_5
ENSG00000127528,0.1857449123954307,SC_ncMONO,fold_5
ENSG00000130522,-0.7820077183681,SC_ncMONO,fold_5
ENSG00000128016,0.6986468865659704,SC_ncMONO,fold_5
ENSG00000197405,0.04062287583838483,SC_ncMONO,fold_5
ENSG00000087074,0.03371801547339541,SC_ncMONO,fold_5
ENSG00000179820,0.08788467343169148,SC_ncMONO,fold_5
ENSG00000172216,-0.049428976296893835,SC_ncMONO,fold_5
ENSG00000087460,-0.3458430375100164,SC_ncMONO,fold_5
ENSG00000129824,-0.4778493685487636,SC_ncMONO,fold_5
ENSG00000228253,-0.39908462334423517,SC_ncMONO,fold_5
ENSG00000198840,-0.23087964034983915,SC_ncMONO,fold_5
intercept,31.916650515090936,SC_cMONO,fold_1
ENSG00000126709,-0.20464185570123952,SC_cMONO,fold_1
ENSG00000177606,0.27452137130059384,SC_cMONO,fold_1
ENSG00000163131,-0.09885270564514899,SC_cMONO,fold_1
ENSG00000197747,0.2086295433832938,SC_cMONO,fold_1
ENSG00000153187,0.08831916229466924,SC_cMONO,fold_1
ENSG00000203666,0.11398072851109091,SC_cMONO,fold_1
ENSG00000169564,-0.049691387951967154,SC_cMONO,fold_1
ENSG00000125538,0.01305330058707928,SC_cMONO,fold_1
ENSG00000144802,0.1418520680363941,SC_cMONO,fold_1
ENSG00000163660,0.0062129696992958925,SC_cMONO,fold_1
ENSG00000169429,0.06974658629096196,SC_cMONO,fold_1
ENSG00000112149,0.0694296271310475,SC_cMONO,fold_1
ENSG00000146278,0.17471995910236654,SC_cMONO,fold_1
ENSG00000164713,-0.3592736526544757,SC_cMONO,fold_1
ENSG00000106565,-0.308565877790429,SC_cMONO,fold_1
ENSG00000160932,-0.01915574472289706,SC_cMONO,fold_1
ENSG00000135046,0.06183158478436034,SC_cMONO,fold_1
ENSG00000067082,0.676896127777547,SC_cMONO,fold_1
ENSG00000130592,0.05576630108554745,SC_cMONO,fold_1
ENSG00000271614,0.27866813070407714,SC_cMONO,fold_1
ENSG00000273149,0.21898089066501875,SC_cMONO,fold_1
ENSG00000100906,0.8993154569303408,SC_cMONO,fold_1
ENSG00000170345,0.26739412719949085,SC_cMONO,fold_1
ENSG00000213145,0.40321496498573683,SC_cMONO,fold_1
ENSG00000137801,-0.08820695828754123,SC_cMONO,fold_1
ENSG00000166825,-0.07709052011767012,SC_cMONO,fold_1
ENSG00000099860,-0.3922397033294527,SC_cMONO,fold_1
ENSG00000171223,0.03547217194222333,SC_cMONO,fold_1
ENSG00000160888,0.285722481400399,SC_cMONO,fold_1
ENSG00000267519,0.07445963636536364,SC_cMONO,fold_1
ENSG00000127528,0.19689654043289676,SC_cMONO,fold_1
ENSG00000130522,-0.10308446448592662,SC_cMONO,fold_1
ENSG00000128016,0.6204058390473242,SC_cMONO,fold_1
ENSG00000087074,0.10395347445076296,SC_cMONO,fold_1
ENSG00000171051,-0.041000543897349334,SC_cMONO,fold_1
ENSG00000204103,-0.24881985340219556,SC_cMONO,fold_1
ENSG00000172216,-0.039061939996900115,SC_cMONO,fold_1
ENSG00000087460,-0.10125319300652509,SC_cMONO,fold_1
ENSG00000100079,0.05677410272509829,SC_cMONO,fold_1
ENSG00000228253,-0.0507624918781579,SC_cMONO,fold_1
ENSG00000198840,-0.03959458326404503,SC_cMONO,fold_1
intercept,30.254159580030908,SC_cMONO,fold_2
ENSG00000169442,-0.17248803689701753,SC_cMONO,fold_2
ENSG00000177606,0.19379293799636596,SC_cMONO,fold_2
ENSG00000265972,-0.032921273174714896,SC_cMONO,fold_2
ENSG00000197747,0.13902624315644008,SC_cMONO,fold_2
ENSG00000159388,0.037961552163522524,SC_cMONO,fold_2
ENSG00000203666,0.011200457648448875,SC_cMONO,fold_2
ENSG00000169564,-0.05848151359406724,SC_cMONO,fold_2
ENSG00000125538,0.2554517177867232,SC_cMONO,fold_2
ENSG00000144802,0.24217402478862468,SC_cMONO,fold_2
ENSG00000169429,0.3214421481296543,SC_cMONO,fold_2
ENSG00000120129,0.28426194582097375,SC_cMONO,fold_2
ENSG00000112149,0.12754894162087338,SC_cMONO,fold_2
ENSG00000203875,-0.08089704126369067,SC_cMONO,fold_2
ENSG00000146278,0.08354949628885738,SC_cMONO,fold_2
ENSG00000135218,-0.05523603370437312,SC_cMONO,fold_2
ENSG00000164713,-0.5365270481985974,SC_cMONO,fold_2
ENSG00000106565,-0.22566582375489347,SC_cMONO,fold_2
ENSG00000067082,0.618337681287041,SC_cMONO,fold_2
ENSG00000026025,0.18895077534231663,SC_cMONO,fold_2
ENSG00000197728,-0.09172290483904148,SC_cMONO,fold_2
ENSG00000090382,-0.11363312375284035,SC_cMONO,fold_2
ENSG00000271614,0.2875114437210602,SC_cMONO,fold_2
ENSG00000273149,0.20903029854574506,SC_cMONO,fold_2
ENSG00000100906,0.7849574321368432,SC_cMONO,fold_2
ENSG00000170345,0.33204866531114957,SC_cMONO,fold_2
ENSG00000213145,0.5165152502200213,SC_cMONO,fold_2
ENSG00000099860,-0.3433657533041263,SC_cMONO,fold_2
ENSG00000171223,0.12500679103754114,SC_cMONO,fold_2
ENSG00000160888,0.22971096418547232,SC_cMONO,fold_2
ENSG00000127528,0.2211118476272239,SC_cMONO,fold_2
ENSG00000130522,-0.011063930185729123,SC_cMONO,fold_2
ENSG00000128016,0.7803506405657251,SC_cMONO,fold_2
ENSG00000125740,0.14816196369005885,SC_cMONO,fold_2
ENSG00000087074,0.17074489734912118,SC_cMONO,fold_2
ENSG00000204103,-0.08898671170319593,SC_cMONO,fold_2
ENSG00000087460,-0.11625526644883095,SC_cMONO,fold_2
ENSG00000228253,-0.11876583418364858,SC_cMONO,fold_2
intercept,29.11981287759816,SC_cMONO,fold_3
